split,instance_id,sub_string
train,pandas-dev__pandas-38173,"BUG: quantile with list of quantiles fails on MultiIndex column and groupby
- [x] I have checked tha"
train,pandas-dev__pandas-38175,"BUG: Period with nanoseconds (?)
#### Code Sample, a copy-pastable example if possible

```python"
train,pandas-dev__pandas-3818,"Timestamp should have alternate constructor for UTC millisecond timestamps
Was surprised at how diff"
train,pandas-dev__pandas-38192,"DOC: `to_pickle` arguments for `compression` have a mistake (easy-fix)
#### Location of the document"
train,pandas-dev__pandas-38194,"DOC: Clarify development environment creation for documentation changes
#### Location of the documen"
train,pandas-dev__pandas-38199,"DOC: Duplicate Entry of Series.replace
#### Location of the 

https://pandas.pydata.org/pandas-doc"
train,pandas-dev__pandas-38202,"BUG: assert_frame_equal can be very slow
- [x] I have checked that this issue has not already been r"
train,pandas-dev__pandas-38204,"BUG: df.__setitem__ can be 10x slower than pd.concat(..., axis=1)
- [x] I have checked that this iss"
train,pandas-dev__pandas-38206,"TST: dataframe constructor should preserve order with standard Python dicts
We have a couple of data"
train,pandas-dev__pandas-38220,"BUG: `DataFrame.drop` fails when there is a multiIndex without any level provided
- [x] I have check"
train,pandas-dev__pandas-38241,"Duplicated column name causes inconsistent ValueError during assignment to a unique column
#### Code"
train,pandas-dev__pandas-38242,"IntervalIndex raises TypeError on PrettyPrint
#### Code Sample, a copy-pastable example if possible"
train,pandas-dev__pandas-38244,"REGR: unstack on 'int' dtype prevent fillna to work
- [x] I have checked that this issue has not alr"
train,pandas-dev__pandas-38246,"ENH: Select numeric ExtensionDtypes with DataFrame.select_dtypes
#### Is your feature request relate"
train,pandas-dev__pandas-38247,"BUG: Limited available color name list when using style and to_excel
- [x] I have checked that this "
train,pandas-dev__pandas-38248,"PERF: performance regression in timeseries/timestamp comparison (ASV)
See https://pandas.pydata.org/"
train,pandas-dev__pandas-38257,"BUG: values are dropped when grouping on a variables with NaNs
Hello there,

Consider this simple "
train,pandas-dev__pandas-38262,"BUG: to_hdf and HDFStore raise KeyError for DataFrame subclasses
- [x ] I have checked that this iss"
train,pandas-dev__pandas-38266,"BUG: setting object dtype Series row with an Extension Array
On 1.2 master:
``` python
In [11]: im"
train,pandas-dev__pandas-38272,"REGR: Row series are broken after applying to_datetime()
- [x] I have checked that this issue has no"
train,pandas-dev__pandas-38277,"BUG: pandas.dataframe.drop_duplicates  ignore_index parameter
- [x] I have checked that this issue h"
train,pandas-dev__pandas-38293,"Chunksize from json memory consumption as high as without chunksize
- [x] I have checked that this i"
train,pandas-dev__pandas-3831,"Create efficient binary storage format alternative to pickle
Ideally it should support compression! "
train,pandas-dev__pandas-38317,"Deprecate xlwt
Similar to the conversation in #26487 xlwt isn't maintained. If we deprecate this cou"
train,pandas-dev__pandas-38324,"BUG: BDay() offsetting not behaving as expected
```python
import pandas as pd
from pandas.tseries."
train,pandas-dev__pandas-38325,"BUG: read_csv raises IndexError when index_col is passed
- [X] I have checked that this issue has no"
train,pandas-dev__pandas-38330,"BUG: GroupBy.first does not skip missing values in string-valued columns
- [x] I have checked that t"
train,pandas-dev__pandas-38331,"BUG: incorrect output of first('1M') in case if first index is the last day of the month
#### Code S"
train,pandas-dev__pandas-38332,"REGR: Series.__repr__ is broken for SparseDtype(""datetime64[ns]"")
Regression due to https://github.c"
train,pandas-dev__pandas-38334,"BUG: PythonParser does not use decimal separator when usecols and parse_date are specified
- [X] I h"
train,pandas-dev__pandas-38354,"BUG: ""cannot reindex from duplicate axis"" thrown using unique indexes, duplicated column names and a"
train,pandas-dev__pandas-38373,"BUG: find_common_type([interval[f8], interval[i8]]) returns object
I would expect it to return inter"
train,pandas-dev__pandas-38379,"ENH: implement fast isin() for nullable dtypes
Currently, you can get quite a slowdown:

```
In ["
train,pandas-dev__pandas-38380,"Performance drop and MemoryError during insert and _consolidate_inplace
#### Code Sample, a copy-pas"
train,pandas-dev__pandas-38383,"CLN: C408 Unnecessary dict call - rewrite as a literal
The following files contain flake8 C408 Unnec"
train,pandas-dev__pandas-38385,"CLN: C408 Unnecessary dict call - rewrite as a literal
The following files contain flake8 C408 Unnec"
train,pandas-dev__pandas-38387,"Inconsistent kwargs argument 'color' passed to upstream matplotlib plot functions
In matplotlib.pypl"
train,pandas-dev__pandas-38394,"API: Add closed to IntervalDtype
This was brought up by @shoyer in a different issue, and it makes s"
train,pandas-dev__pandas-3840,"series.interpolate() corner cases
from the [pydata mailing list](https://groups.google.com/forum/?fr"
train,pandas-dev__pandas-38403,"pandas1.0.1 has trouble with certain column names
#### Code Sample, a copy-pastable example if possi"
train,pandas-dev__pandas-38405,"BUG: series construction from dict of Timedelta scalar doesn't work
Construction of `Series` from a "
train,pandas-dev__pandas-38406,"BUG: df.to_markdown() with empty frame incorrect output
#### Code Sample, a copy-pastable example if"
train,pandas-dev__pandas-38408,"ENH: Add 'end' option in resample's origin
In some cases I need to calculate the time group from the"
train,pandas-dev__pandas-3841," Odd behavior from read_csv with na_values set to non-string values
read_csv behaves oddly when na_v"
train,pandas-dev__pandas-38417,"API: Table-wise rolling / expanding / EWM function application
In https://github.com/pandas-dev/pand"
train,pandas-dev__pandas-3842,"DataFrame.hist does not accept figsize kwarg
Unlike `DataFrame.plot` the `hist` method does not reco"
train,pandas-dev__pandas-38420,"pd.read_csv does not recognize scientific notation if 'decimal' attribute is set with engine=python
"
train,pandas-dev__pandas-38426,DOC: Clarify stability of sorting in documentation of DataFrame.sort_values for multiple columns / l
train,pandas-dev__pandas-38427,"REGR: assigning column with name that is registered as extension dtype errors
```
In [34]: df = pd."
train,pandas-dev__pandas-38430,"BUG: set_index screws up the dtypes on empty DataFrames
- [x] I have checked that this issue has not"
train,pandas-dev__pandas-38431,"BUG: read_csv with both names and parse_date raises 'NoneType' TypeError
This is probably similar to"
train,pandas-dev__pandas-38443,"BUG: MultiIndex.__repr__ is broken when `display.max_seq_items` = 1
- [x] I have checked that this i"
train,pandas-dev__pandas-38445,"API/DOC: Specification for `names` parameter in read_csv
On `master` (<a href=""https://github.com/pa"
train,pandas-dev__pandas-38446,"BUG: incorrect output of first('1M') in case if first index is the last day of the month
#### Code S"
train,pandas-dev__pandas-3845,"DOC: add to_clipboard example in io.rst

"
train,pandas-dev__pandas-38452,"BUG: read_csv with trailing comma, specified header names and usecols gives confusing error
Encounte"
train,pandas-dev__pandas-38457,"STYLE use types_or in pre-commit
[pre-commit 2.9 adds support for types_or](https://github.com/pre-c"
train,pandas-dev__pandas-38472,"BUG/API: allowing scalars in Categorical constructor
I expected this to raise

```
>> pd.Categori"
train,pandas-dev__pandas-38478,"CI: --strict option in pytest failing builds
seems we are passing `--strict` to pytest, we must have"
train,pandas-dev__pandas-3848,"to_clipboard() required xsel to be installed in Linux
Must be mentioned somewhere, or atleast the me"
train,pandas-dev__pandas-38486,"DOC: Missing ipython block in user_guide/indexing.rst
#### Location of the documentation
https://pa"
train,pandas-dev__pandas-38492,"`reindex` of empty CategoricalIndex sometimes fails if target is not a `CategoricalIndex`
#### Code "
train,pandas-dev__pandas-38499,"DOC: infer_dtypes document is inconsistent with behaviour regarding boolean
#### Location of the doc"
train,pandas-dev__pandas-38504,"REGR: DataFrame.shift(axis=1) raises TypeError when columns is CategoricalIndex
A regression since 1"
train,pandas-dev__pandas-38517,"BUG: read_excel: incorrect multi-index values - 2
- [x] I have checked that this issue has not alrea"
train,pandas-dev__pandas-38526,"CI: pin xlrd <2 for now
unless we merge the support indicated in https://github.com/pandas-dev/panda"
train,pandas-dev__pandas-38532,"BUG: Pandas 1.1.5 location-based indexing error with quantized pivot table
- [X] I have checked that"
train,pandas-dev__pandas-38536,"DOC: DataFrame.last() needs the index to be sorted to deliver the expected results
#### Location of "
train,pandas-dev__pandas-38539,"BUG: pyarrow_array_to_numpy_and_mask is not taking offset into account when creating mask
- [X] I ha"
train,pandas-dev__pandas-38544,"Datetimelike index / arrays ignore integer sign and size in astype
For datetimelike indexes, `.astyp"
train,pandas-dev__pandas-38546,"BUG: can't use to_clipboard/read_clipboard on WSL 2.0
- [x] I have checked that this issue has not a"
train,pandas-dev__pandas-38548,"BUG: Integer Capacity Higher Than Necessary in Mappings from Pandas to SQLAlchemy Types 
- [x] I hav"
train,pandas-dev__pandas-38560,"Performance regression in index_object.IndexEquals.time_non_object_equals_multiindex
https://pandas."
train,pandas-dev__pandas-38567,"KeyError when calling to_coo() on SparseDataFrame
#### Code Sample, a copy-pastable example if possi"
train,pandas-dev__pandas-38571,"shift default excel read engine from xlrd to openpyxl
since v2.0.0, xlrd no longer supports excel fi"
train,pandas-dev__pandas-38579,"DOC: Wrong output in the example of Timedelta.isoformat
#### Location of the documentation

[`pand"
train,pandas-dev__pandas-38582,"BUG: In Multilevel.dtypes when level name is not specified it gives wrong output
- [X] I have checke"
train,pandas-dev__pandas-38587,"pd.read_table: Using space as delimiter on file with trailing space gives cryptic error

```python"
train,pandas-dev__pandas-38597,"Index constructor doesn't validate kwargs
```python
In [4]: pd.Index([1, 2], abc=1)                "
train,pandas-dev__pandas-38621,"BUG: Incomplete join with categorical MultiIndex
- [x] I have checked that this issue has not alread"
train,pandas-dev__pandas-38626,"BUG: tm.assert_produces_warning() doesn't work with expected_warning=None or False
- [x] I have chec"
train,pandas-dev__pandas-38638,"REGR: pandas 1.2rc fails merge with AttributeError: 'bool' object has no attribute 'all'
From the da"
train,pandas-dev__pandas-3864,"UnboundLocalError in _concat_single_item()
The exception handling code in _get_concatenated_data() r"
train,pandas-dev__pandas-38641,"ERR: Most consistent error handling when passing win_type='freq' in rolling
Working on https://githu"
train,pandas-dev__pandas-38649,"REGR: GroupBy.indices no longer includes unobserved categories
Does anybody know if this was an inte"
train,pandas-dev__pandas-38654,"BUG: concat on axis with both different and duplicate labels raising error
When concatting two dataf"
train,pandas-dev__pandas-38657,"DEPS: unpin sphinx from doc build
once warnings are fixed in updated sphinx can unpin #38598
"
train,pandas-dev__pandas-38659,"Fix matplotlib warnings
This is with matplotlib 2.1.0

```
======================================"
train,pandas-dev__pandas-38663,"STYLE: fail on pd.testing direct usage
`pd.testing.assert_series_equal(result, expected)`

should "
train,pandas-dev__pandas-38668,"[pandas.tools.plotting._subplots] squeeze option is not respected if `ax` is provided
`pandas.tools."
train,pandas-dev__pandas-38679,"BUG/DEPR: Fix unwanted warnings from the Series(Index[datetime objects]) deprecation
See https://git"
train,pandas-dev__pandas-3868,"ci/after_script.sh missing?
https://travis-ci.org/gliptak/pandas/jobs/8002655

$ ci/print_versions.p"
train,pandas-dev__pandas-38681,"[BUG] Dataframe.rank() produces wrong results for float columns
#### Code to reproduce the issue

"
train,pandas-dev__pandas-38693,"BUG: Inconsistent behavior of `.replace()` in Int64 series with `<NA>`.
### Code Sample

This code"
train,pandas-dev__pandas-38696,"Updated PULL_REQUEST_TEMPLATE.md
- [ ] closes #38696
- [ ] tests added / passed
- [ ] passes `pre-"
train,pandas-dev__pandas-38698,"BUG: Inconsistent results using pd.json_normalize() on a generator object versus list (off by one)
-"
train,pandas-dev__pandas-38701,"Bug: groupby with sort=False creates buggy MultiIndex
```python
d = pd.to_datetime(['2020-11-02', '"
train,pandas-dev__pandas-38709,"API: setting np.nan into Series[bool]
```
ser = pd.Series([True, False, True, False])
ser[0] = np."
train,pandas-dev__pandas-38710,"pd.set_option(""io.excel.xlsx.reader"", ""openpyxl"") does not work
This works fine for an xlsx file:
"
train,pandas-dev__pandas-38711,"BUG: loc with empty multiindex raises exception
- [x] I have checked that this issue has not already"
train,pandas-dev__pandas-38717,"Slicing columns with mixed types <str>,<int> fails with ValueError
#### Code Sample, a copy-pastable"
train,pandas-dev__pandas-38719,"Change tests of casting an interval range index from float to int to reflect current behaviour
This "
train,pandas-dev__pandas-38727,"pd.read_json May Not Maintain Numeric String Index
```python
>>> df = pd.DataFrame(range(3), index="
train,pandas-dev__pandas-38728,"REGR: to_csv problems with zip compression and large dataframes
#### Code Sample, a copy-pastable ex"
train,pandas-dev__pandas-38737,"BUG: MultiIndex RollingGroupby returns only one level of index
- [x] I have checked that this issue "
train,pandas-dev__pandas-3874,"build fails with clang, python3 and numpy 1.7.1 and higher
The build succeeds if I change
void initO"
train,pandas-dev__pandas-38740,"FutureWarning: _AXIS_NAMES has been deprecated.
At random intervals I keep getting the following err"
train,pandas-dev__pandas-38742,"BUG: DataFrame.where with EA other
```
df = pd.DataFrame({""A"": [1, 2, 3], ""B"": [4, 5, 6]})
arr = p"
train,pandas-dev__pandas-38746,"ENH: Support downcasting of nullable dtypes in to_numeric
This currently does not yet work:

```
"
train,pandas-dev__pandas-38754,"DOC: chat-ops
xref https://github.com/pandas-dev/pandas/pull/38444#issuecomment-749711369

There a"
train,pandas-dev__pandas-38759,"REGR: repr of stringified floats (e.g. ""3.50"") drop ending ""0""
Example:

```python
>>> ser = pd.S"
train,pandas-dev__pandas-38772,"Inconsistent .loc slicing behaviour with NaNs in MultiIndex dataframe
#### Code Sample, a copy-pasta"
train,pandas-dev__pandas-3878,"unexpected join behavior for datetime indexes with integers
I can't tell if this is bug or not. I th"
train,pandas-dev__pandas-38780,"Center rolling window with date NotImplementedError
#### Code Sample, a copy-pastable example if pos"
train,pandas-dev__pandas-38789,"REGR: pd.read_csv segfaults with 1.2 (has worked since before pandas 1.0)
- [x] I have checked that "
train,pandas-dev__pandas-3879,"itertuples() fails after selecting a column twice
The following code gives incorrect result (using p"
train,pandas-dev__pandas-38796,BUG: SeriesGroupBy.value_counts is inconsistent with Series.value_counts when the Series is categori
train,pandas-dev__pandas-38803,"BUG: pandas 1.2.0 and Pyarrow [0.16.0, 1.0.0) are incompatible for some column types
#35259 added op"
train,pandas-dev__pandas-38816,"BUG: sem() with level raised ValueError in pandas 1.2
- [x] I have checked that this issue has not a"
train,pandas-dev__pandas-38819,"BUG: read_excel throws FileNotFoundError with s3fs objects
- [x] I have checked that this issue has "
train,pandas-dev__pandas-38834,"BUG: IntervalIndex intersections are not intersections in many cases
- [x] I have checked that this "
train,pandas-dev__pandas-38835,"BUG: behaviour of astype_nansafe(.., copy=False) / SparseArray.astype bug
So our internal `astype_na"
train,pandas-dev__pandas-3884,"Hashable DataFrames
See this [SO answer](http://stackoverflow.com/a/15411073/1240268), they want to "
train,pandas-dev__pandas-38841,"DOC: name not defined in section ""2.14.1 Basic plotting: plot""
In the [pdf version of document](http"
train,pandas-dev__pandas-38861,"additional keys in groupby indices when NAs are present
```
In [386]: h = pd.DataFrame({'a':[1,2,1,n"
train,pandas-dev__pandas-3887,"DataFrame.loc[] loses index name
```
In [1]: from pandas import DataFrame

In [2]: x = DataFrame([[1"
train,pandas-dev__pandas-38873,"CategoricalDtype.update_dtype fails with Categorical
ref https://github.com/pandas-dev/pandas/pull/2"
train,pandas-dev__pandas-38892,"Major Performance regression of df.groupby(..).indices
I'm experiencing major performance regression"
train,pandas-dev__pandas-3890,"to_datetime passed string return datetime rather than Timestamp
It seems it returns different object"
train,pandas-dev__pandas-38903,"BUG: sum vs groupby.sum errors

[data_source.zip](https://github.com/pandas-dev/pandas/files/575097"
train,pandas-dev__pandas-38909,"BUG: pandas 1.2.0 df.rolling().aggregate('skew') modified original data
- [x] I have checked that th"
train,pandas-dev__pandas-38919,"BUG: small error in pandas/io/pytables.py
- [x] I have checked that this issue has not already been "
train,pandas-dev__pandas-38925,"BUG: import_optional_dependency doesn't check version for submodules
xref https://github.com/pandas-"
train,pandas-dev__pandas-38931,"BUG: frame_length_0[key] = nonempty_frame raises ValueError
```
df = pd.DataFrame(columns=[""A"", ""B"""
train,pandas-dev__pandas-38939,"Dataframe change alters original array used in creation
#### Code Sample, a copy-pastable example if"
train,pandas-dev__pandas-38954,"CLN: Unify number recognition tests in read_csv for all parsers
Follow up for #38420 
We should par"
train,pandas-dev__pandas-38967,"TST: add missing iloc label indexing tests
- [x] closes #38967
- [x] tests added / passed
- [x] En"
train,pandas-dev__pandas-38973,"[Good first issue] TST: Disallow bare pytest.raises
End users rely on error messages for their debug"
train,pandas-dev__pandas-3898,"TST: test_write_dta5 and test_write_dta6 failures on sparc
v0.11.0-492-gb204e14

```
==============="
train,pandas-dev__pandas-38982,"REGR: ExtensionArray aggregation on non-numeric types fails
- [X] I have checked that this issue has"
train,pandas-dev__pandas-38986,"BUG: Datetimelike equality comparisons with Categorical
#### Code Sample, a copy-pastable example if"
train,pandas-dev__pandas-38997,"BUG: read_csv raising when null bytes are in skipped rows
- [x] I have checked that this issue has n"
train,pandas-dev__pandas-38998,"DOC: Update contributing.rst
#### Location of the documentation

doc/source/development/contributi"
train,pandas-dev__pandas-3900,"unicode encode error on index joins
The following throws a `UnicodeDecodeError`.

```
In [8]: df = m"
train,pandas-dev__pandas-39000,"DOC: Scatter and Hexbin from Series plot documentation
#### Location of the documentation

https:/"
train,pandas-dev__pandas-39006,"BUG: Misaligned columns from read_csv on Ecobee CVS
- [x] I have checked that this issue has not alr"
train,pandas-dev__pandas-39008,"CLN: Simplify inspect_excel_format
ref: #38819

The function `io.excel._base.inspect_excel_format`"
train,pandas-dev__pandas-39009,"COMPAT: different orderings in value_counts on 32-bit platforms
This occurs on 32-bit linux, a sligh"
train,pandas-dev__pandas-39012,"read_csv cannot use dtype and true_values/false_values
Hi friends,

Not sure if this is working as"
train,pandas-dev__pandas-39014,"BUG: Unexpected typecast on datetime.date in groupby.key()
- [x] I have checked that this issue has "
train,pandas-dev__pandas-39022,"BUG: IndexError: positional indexers are out-of-bounds iloc boolean indexing
- [x] I have checked th"
train,pandas-dev__pandas-39023,"BUG: 1.2. version fails in adding column if number on column name beginning.
- [x] I have checked th"
train,pandas-dev__pandas-39028,BUG: Missing keys using aggregation dictionary that are unsortable raise TypeError instead of  Speci
train,pandas-dev__pandas-39029,"BUG: read_csv - file left open after UnicodeDecodeError when sep=None
- [x] I have checked that this"
train,pandas-dev__pandas-3903,"Setup.py should define setup_requires=
We have trouble combining pandas with <a href=""http://buildou"
train,pandas-dev__pandas-39040,"BUG: DataFrame.iloc.setitem with IntegerArray values
```
arr = pd.array([4, 5, 6])
df = pd.DataFra"
train,pandas-dev__pandas-39046,"BUG: reindexing empty CategoricalIndex fails if target contains duplicates
- [x] I have checked that"
train,pandas-dev__pandas-39049,"BUG: pd.to_numeric does not copy _mask for ExtensionArrays
In #38746 while implementing `to_numeric`"
train,pandas-dev__pandas-39051,"combine_first not retaining dtypes
I found a number of issues that seemed related, all closed over a"
train,pandas-dev__pandas-3906,"TST: test_read_pickles_0_10_1 and test_read_pickles_0_11_0 failures on sparc
was happening with 0.11"
train,pandas-dev__pandas-39062,"TST: skips in extension.test_categorical
ref: https://github.com/pandas-dev/pandas/pull/38901#discus"
train,pandas-dev__pandas-39064,"DOC: Undocumented change in .isin behavior from 1.1.5 to 1.2.0
#### Location of the documentation
h"
train,pandas-dev__pandas-39065,"REGR: Buffer dtype mismatch, expected 'Python object' but got a string
- [x] I have checked that thi"
train,pandas-dev__pandas-39069,"BUG: .diff() not working on int8 and int16 dtype
- [x] I have checked that this issue has not alread"
train,pandas-dev__pandas-39071,"BUG: loc assignment with a numpy array fails when MultiIndex columns are not sorted
- [ x] I have ch"
train,pandas-dev__pandas-39074,"DOC: Add STUMPY to pandas ecosystem
#### Location of the documentation

[Pandas Ecosystem - Stats "
train,pandas-dev__pandas-39077,"CI: Benchmarks in CI are failing because xlrd was updated to 2.0.1
Raises in Benchmark run (for exam"
train,pandas-dev__pandas-39083,CLN: Consolidate raise_on_missing and on_version into a single errors parameter in import_optional_d
train,pandas-dev__pandas-3909,"BUG: replace not converting dtypes
I believe `replace` should do a `convert_objects(copy=False)` aft"
train,pandas-dev__pandas-39095,BUG: Reindexing two tz-aware indices drops tz on the target index when tolerance and method is speci
train,pandas-dev__pandas-39109,"Passing DataFrame of values to fillna()
- [X] I have checked that this issue has not already been re"
train,pandas-dev__pandas-39118,"DataFrame.apply doesn't handle numpy ops or DataFrame properties
```
s = pd.Series([1, 2])
df = pd"
train,pandas-dev__pandas-3913,"GroupBy.apply type upcasting regression
Blocker for 0.11.1. This got broken sometime between 0.11.0 "
train,pandas-dev__pandas-39132,"DataFrame.corr(method=""kendall"") calculation is slow
```python
import numpy as np
import pandas as"
train,pandas-dev__pandas-39139,"Documentation showing placeholders instead of text
#### Location of the documentation

[pandas.Dat"
train,pandas-dev__pandas-3914,"TST: Make network decorator impose a skipTest catching URLErrors
Basically, do this in the network d"
train,pandas-dev__pandas-39141,"ENH: Allow apply/agg to accept list-like and dict-like
```
s = pd.Series([1, 2])
df = pd.DataFrame"
train,pandas-dev__pandas-39161,"REGR: Assigning multiple new columns with loc fails when index is a MultiIndex
- [x] I have checked "
train,pandas-dev__pandas-39188,"BUG: Different results from DataFrame.apply and str accessor
- [x] I have checked that this issue ha"
train,pandas-dev__pandas-39191,"BUG: MultiIndex RollingGroupby returns only one level of index
- [x] I have checked that this issue "
train,pandas-dev__pandas-39194,"REGR: fillna on datetime64[ns, UTC] column hits RecursionError
#### Code Sample

```python
from d"
train,pandas-dev__pandas-39196,"BUG: comparison of pandas NaT with datetime.date evaluating to True
#### Code Sample, a copy-pastabl"
train,pandas-dev__pandas-39204,"BUG: assert_frame_equal() with check_like=True errors with non-comparable types
- [x] I have checked"
train,pandas-dev__pandas-39212,"BUG: DataFrame.apply axis=1 for str ops with no axis argument
E.g.

```
df = pd.DataFrame({'a': ["
train,pandas-dev__pandas-39216,"tz_compare fails to consider string ""UTC"" and pytz UTC object equal
Nothing user-facing here, but th"
train,pandas-dev__pandas-39217,"TST/REF: splitting pandas/io/parsers.py into multiple files
`pandas/io/parsers.py` is close to 4k LO"
train,pandas-dev__pandas-39225,"CI: Numpy changed dtype inference
Numpy changed the dtype inference (https://github.com/numpy/numpy/"
train,pandas-dev__pandas-39229,"BUG: Series.resample fails on NaT PeriodIndex
Failure is only on Series and only when the index is e"
train,pandas-dev__pandas-39239,"BUG: Numpy ufuncs e.g. np.[op](df1, df2) aligns columns in pandas 1.2.0 where it did not before
- [x"
train,pandas-dev__pandas-39253,"BUG: V1.2 DataFrame.to_csv() fails to write a file with codecs
- [x] I have checked that this issue "
train,pandas-dev__pandas-39258,"BUG: dt64 <-> dt64tz roundup
xref #33401 which discusses astype, #24559 which discusses constructors"
train,pandas-dev__pandas-39260,"BUG: Numpy ufunc accumulate doesn't run correctly on Pandas 1.2.0
- [X] I have checked that this iss"
train,pandas-dev__pandas-39272,"BUG: 2D ndarray of dtype 'object' is always copied upon construction
- [X] I have checked that this "
train,pandas-dev__pandas-39278,"BUG: Setting values to slice fails with duplicated column name
- [x] I have checked that this issue "
train,pandas-dev__pandas-39280,"DataFrame.__setitem__ fails with multiple values and duplicate column names
#### Code Sample, a copy"
train,pandas-dev__pandas-39285,"Series with dtype=object does unexpected type conversion
#### Code Sample, a copy-pastable example i"
train,pandas-dev__pandas-39293,"STYLE: dont' use pd.api.types anywhere in tests
example here: https://github.com/pandas-dev/pandas/p"
train,pandas-dev__pandas-39304,"CI consistently put `|` at start of line in pygrep hooks
Currently, the pygrep hooks have the ""or"" `"
train,pandas-dev__pandas-39308,"DatetimeIndex and Timestamp have different implementation limits
`Timestamp`'s minimum value is boun"
train,pandas-dev__pandas-39316,"DOC: Fix inaccurate statement in 1.2.0 release notes
#### Location of the documentation

https://p"
train,pandas-dev__pandas-39326,"BUG: SeriesGroupBy.value_counts() raises on an empty Series
- [X] I have searched the [[pandas] tag]"
train,pandas-dev__pandas-39341,"BUG: surprising non-error when assigning a multi-column DataFrame to a single column
- [x] I have ch"
train,pandas-dev__pandas-39352,"STYLE: cpplint (unintentionally?) skips pandas/_libs/src/ujson/
In code_checks.sh we have
```
cppl"
train,pandas-dev__pandas-39353,"BUG: Inconsistent results of value_counts and mode for different nan-values
- [x] I have checked tha"
train,pandas-dev__pandas-39355,"BUG: read_excel() fails when checking __version__ of older xlrd versions
- [X] I have checked that t"
train,pandas-dev__pandas-39356,"Multiindex slicing with NaNs, unexpected results
#### Code Sample, a copy-pastable example if possib"
train,pandas-dev__pandas-39358,"BUG: Series.loc setitem with Series raises ValueError
- [x] I have checked that this issue has not a"
train,pandas-dev__pandas-3936,"build fails with clang, python3 and numpy 1.7.1 and higher
The build succeeds if I change
void initO"
train,pandas-dev__pandas-39362,"BUG: incorrect EA casting in groubpy.agg
- [ ] closes #xxxx
- [x] tests added / passed
- [x] passe"
train,pandas-dev__pandas-39372,"Non-intuitive behavior when multi-indexing a Series
Most likely that is not a bug but intended behav"
train,pandas-dev__pandas-39374,"BUG: pd.Series produces NaN for valid input as per documentation
- [x] I have checked that this issu"
train,pandas-dev__pandas-39376,"BUG:to_pickle() raises TypeError when compressing large dataframe
- [x] I have checked that this iss"
train,pandas-dev__pandas-39378,"BUG: KeyError on slicing with datetime, when datetime contains microseconds 
#### Problem descriptio"
train,pandas-dev__pandas-3939,"DOC: expand section on partial string indexing of timeseries
see #3931

http://pandas.pydata.org/pan"
train,pandas-dev__pandas-39393,"ENH: `Styler.apply` with `axis=None` can accept ndarray
Currently `Styler.apply` with `axis=0` and `"
train,pandas-dev__pandas-39394,"plotting: subplots_adjust prevents use of constrained_layout=True
#### Code Sample, a copy-pastable "
train,pandas-dev__pandas-39396,"BUG: `Styler.apply` and `applymap` duplicate CSS on re-render.

#### Code Sample, a copy-pastable e"
train,pandas-dev__pandas-39407,"TYP upgrade and pin mypy to 0.800
mypy 0.800 came out 3 days ago https://mypy-lang.blogspot.com/2021"
train,pandas-dev__pandas-39409,"Support Decimal(""NaN"") is pandas.isna
Should we do this? See https://github.com/pandas-dev/pandas/pu"
train,pandas-dev__pandas-39420,"BUG: queries on categorical string columns in read_hdf return unexpected results
- [x] I have checke"
train,pandas-dev__pandas-39421,"BUG: df.style.apply(subset=...) argument only works for explicit slices but not "":""
Related to #2585"
train,pandas-dev__pandas-39423,"BUG: pd.testing.assert_frame_equal(..., check_exact=True) raises AssertionError when comparing numer"
train,pandas-dev__pandas-39432,"Compression keyword for Stata and others?
Hi,

I was trying to open zipped Stata files and thought"
train,pandas-dev__pandas-39439,"ValueError when concatenating a length-one, reversed object
The following code should return a new S"
train,pandas-dev__pandas-39440,"BUG: V1.2 DataFrame.to_csv() fails to write a file with codecs
- [x] I have checked that this issue "
train,pandas-dev__pandas-39442,BUG: pd.DataFrame is created inconsistently from numpy.ndarray for non-native pandas dtypes such as:
train,pandas-dev__pandas-39451,"BUG: Regression in sort_index with ascending=None
- [x] I have checked that this issue has not alrea"
train,pandas-dev__pandas-39458,"CLN: Add typing for dtype argument in codebase
Follow up from #37546 and #38680 

Add typing for t"
train,pandas-dev__pandas-39464,"BUG: sort_values create an unprintable object
- [x] I have checked that this issue has not already b"
train,pandas-dev__pandas-39475,BUG: pd.DataFrame is created inconsistently from numpy.ndarray for non-native pandas dtypes such as:
train,pandas-dev__pandas-39482,"BUG: read_excel fails with IndexError: list index out of range
- [x] I have checked that this issue "
train,pandas-dev__pandas-39484,"BUG: Regression cannot create Series with dtype 'S|' or 'bytes'
- [X] I have checked that this issue"
train,pandas-dev__pandas-39486,"BUG: read_excel with openpyxl results in empty data frame
- [ X ] I have checked that this issue has"
train,pandas-dev__pandas-3949,"allow HDFStore to remain open when TableIterator is returned from read_hdf
Hi,
I'm using a TableIter"
train,pandas-dev__pandas-39491,"REGR: Sorted pandas series is not plotted in the expected order in pandas 1.2.0
- [x] I have checked"
train,pandas-dev__pandas-39493,"ASV: add benchmark for concat / append of casted categorical
xref https://github.com/pandas-dev/pand"
train,pandas-dev__pandas-39496,"BUG: read_csv with custom date parser and na_filter=True results in ValueError
```python
import num"
train,pandas-dev__pandas-39497,"BUG: Handle negative sign (-) when parsing ISO 8601 durations
Related to #37159, #29773, #36204, spl"
train,pandas-dev__pandas-39500,"DOC: add examples to DataFrame.insert()
#### Code Sample

```
import pandas as pd
#create a df a"
